tag_clean,rejection_source,rejection_reason,semantic_category,n_uses,n_movies,n_users,top_user_share,pct_movies,idf
tied to a chair,semantic_rules,semantic_category_missing,,137,137,3,0.9635036496350365,0.006362032135228011,6.050181112331006
underdog,semantic_rules,semantic_category_missing,,323,136,160,0.23219814241486067,0.006315593944459924,6.057453871660086
sexism,semantic_rules,semantic_category_missing,,229,136,93,0.31877729257641924,0.006315593944459924,6.057453871660086
terminal illness,semantic_rules,semantic_category_missing,,224,136,80,0.4419642857142857,0.006315593944459924,6.057453871660086
cast,semantic_rules,semantic_category_missing,,195,136,72,0.2153846153846154,0.006315593944459924,6.057453871660086
psychic,semantic_rules,semantic_category_missing,,176,136,46,0.6590909090909091,0.006315593944459924,6.057453871660086
doll,semantic_rules,semantic_category_missing,,171,136,33,0.7251461988304093,0.006315593944459924,6.057453871660086
runaway,semantic_rules,semantic_category_missing,,171,136,52,0.5614035087719298,0.006315593944459924,6.057453871660086
mexican,semantic_rules,semantic_category_missing,,158,136,42,0.6012658227848101,0.006315593944459924,6.057453871660086
penis,semantic_rules,semantic_category_missing,,149,136,18,0.7785234899328859,0.006315593944459924,6.057453871660086
ring,semantic_rules,semantic_category_missing,,146,136,7,0.9041095890410958,0.006315593944459924,6.057453871660086
servant,semantic_rules,semantic_category_missing,,144,136,16,0.8263888888888888,0.006315593944459924,6.057453871660086
heavy rain,semantic_rules,semantic_category_missing,,142,136,8,0.9507042253521126,0.006315593944459924,6.057453871660086
revelation,semantic_rules,semantic_category_missing,,138,136,7,0.9420289855072463,0.006315593944459924,6.057453871660086
security camera,semantic_rules,semantic_category_missing,,138,136,5,0.9710144927536232,0.006315593944459924,6.057453871660086
12/10,semantic_rules,semantic_category_missing,,136,136,1,1.0,0.006315593944459924,6.057453871660086
close up of eyes,semantic_rules,semantic_category_missing,,136,136,1,1.0,0.006315593944459924,6.057453871660086
moon,semantic_rules,semantic_category_missing,,280,135,111,0.42142857142857143,0.006269155753691837,6.064779911752159
wrestling,semantic_rules,semantic_category_missing,,201,135,57,0.582089552238806,0.006269155753691837,6.064779911752159
cameo,semantic_rules,semantic_category_missing,,145,135,16,0.8413793103448276,0.006269155753691837,6.064779911752159
police chase,semantic_rules,semantic_category_missing,,143,135,10,0.9230769230769231,0.006269155753691837,6.064779911752159
low budget film,semantic_rules,semantic_category_missing,,140,135,12,0.9071428571428571,0.006269155753691837,6.064779911752159
shot in the shoulder,semantic_rules,semantic_category_missing,,139,135,3,0.935251798561151,0.006269155753691837,6.064779911752159
fainting,semantic_rules,semantic_category_missing,,136,135,2,0.9852941176470589,0.006269155753691837,6.064779911752159
rome,semantic_rules,semantic_category_missing,,338,134,180,0.23668639053254437,0.006222717562923748,6.0721600190497815
forgiveness,semantic_rules,semantic_category_missing,,187,134,64,0.42245989304812837,0.006222717562923748,6.0721600190497815
mobster,semantic_rules,semantic_category_missing,,166,134,32,0.7409638554216867,0.006222717562923748,6.0721600190497815
baseball bat,semantic_rules,semantic_category_missing,,139,134,5,0.9424460431654677,0.006222717562923748,6.0721600190497815
quotable,semantic_rules,semantic_category_missing,,669,133,354,0.028400597907324365,0.006176279372155661,6.079594997537299
holocaust,semantic_rules,semantic_category_missing,,598,133,333,0.10535117056856187,0.006176279372155661,6.079594997537299
poignant,semantic_rules,semantic_category_missing,,438,133,214,0.1963470319634703,0.006176279372155661,6.079594997537299
colonialism,semantic_rules,semantic_category_missing,,280,133,132,0.125,0.006176279372155661,6.079594997537299
sweden,semantic_rules,semantic_category_missing,,215,133,76,0.3581395348837209,0.006176279372155661,6.079594997537299
racist,semantic_rules,semantic_category_missing,,189,133,88,0.3968253968253968,0.006176279372155661,6.079594997537299
bear,semantic_rules,semantic_category_missing,,184,133,47,0.6195652173913043,0.006176279372155661,6.079594997537299
mutilation,semantic_rules,semantic_category_missing,,151,133,26,0.7483443708609272,0.006176279372155661,6.079594997537299
female warrior,semantic_rules,semantic_category_missing,,145,133,11,0.903448275862069,0.006176279372155661,6.079594997537299
firearm,semantic_rules,semantic_category_missing,,134,133,4,0.9776119402985075,0.006176279372155661,6.079594997537299
bizarre,semantic_rules,semantic_category_missing,,280,132,180,0.05,0.006129841181387573,6.087085669266457
fascism,semantic_rules,semantic_category_missing,,264,132,131,0.2689393939393939,0.006129841181387573,6.087085669266457
game,semantic_rules,semantic_category_missing,,196,132,62,0.34183673469387754,0.006129841181387573,6.087085669266457
nyc,semantic_rules,semantic_category_missing,,169,132,29,0.26627218934911245,0.006129841181387573,6.087085669266457
disfigurement,semantic_rules,semantic_category_missing,,167,132,21,0.7125748502994012,0.006129841181387573,6.087085669266457
single parent,semantic_rules,semantic_category_missing,,145,132,26,0.7931034482758621,0.006129841181387573,6.087085669266457
traitor,semantic_rules,semantic_category_missing,,143,132,15,0.8181818181818182,0.006129841181387573,6.087085669266457
horseback riding,semantic_rules,semantic_category_missing,,141,132,14,0.8865248226950354,0.006129841181387573,6.087085669266457
fireworks,semantic_rules,semantic_category_missing,,140,132,12,0.9142857142857143,0.006129841181387573,6.087085669266457
street shootout,semantic_rules,semantic_category_missing,,140,132,10,0.9285714285714286,0.006129841181387573,6.087085669266457
rabbit,semantic_rules,semantic_category_missing,,139,132,11,0.9280575539568345,0.006129841181387573,6.087085669266457
liar,semantic_rules,semantic_category_missing,,134,132,8,0.9477611940298507,0.006129841181387573,6.087085669266457
killing an animal,semantic_rules,semantic_category_missing,,133,132,5,0.9548872180451128,0.006129841181387573,6.087085669266457
knocked unconscious,semantic_rules,semantic_category_missing,,133,132,2,0.9924812030075187,0.006129841181387573,6.087085669266457
prison escape,semantic_rules,semantic_category_missing,,506,131,300,0.16600790513833993,0.006083402990619486,6.094632874901841
yakuza,semantic_rules,semantic_category_missing,,211,131,73,0.4928909952606635,0.006083402990619486,6.094632874901841
heroine,semantic_rules,semantic_category_missing,,193,131,62,0.5699481865284974,0.006083402990619486,6.094632874901841
government,semantic_rules,semantic_category_missing,,168,131,51,0.5714285714285714,0.006083402990619486,6.094632874901841
legend,semantic_rules,semantic_category_missing,,161,131,48,0.639751552795031,0.006083402990619486,6.094632874901841
pirate,semantic_rules,semantic_category_missing,,152,131,22,0.8486842105263158,0.006083402990619486,6.094632874901841
20th century,semantic_rules,semantic_category_missing,,140,131,18,0.7785714285714286,0.006083402990619486,6.094632874901841
machismo,semantic_rules,semantic_category_missing,,138,131,13,0.8985507246376812,0.006083402990619486,6.094632874901841
child in jeopardy,semantic_rules,semantic_category_missing,,133,131,3,0.9774436090225563,0.006083402990619486,6.094632874901841
body horror,semantic_rules,semantic_category_missing,,453,130,202,0.11258278145695365,0.0060369647998513975,6.102237474287059
berlin,semantic_rules,semantic_category_missing,,320,130,135,0.2375,0.0060369647998513975,6.102237474287059
sexual abuse,semantic_rules,semantic_category_missing,,258,130,124,0.3333333333333333,0.0060369647998513975,6.102237474287059
remade,semantic_rules,semantic_category_missing,,195,130,29,0.28205128205128205,0.0060369647998513975,6.102237474287059
resurrection,semantic_rules,semantic_category_missing,,170,130,37,0.6764705882352942,0.0060369647998513975,6.102237474287059
dying,semantic_rules,semantic_category_missing,,143,130,19,0.7902097902097902,0.0060369647998513975,6.102237474287059
neck breaking,semantic_rules,semantic_category_missing,,135,130,4,0.9407407407407408,0.0060369647998513975,6.102237474287059
explosive,semantic_rules,semantic_category_missing,,133,130,5,0.9699248120300752,0.0060369647998513975,6.102237474287059
uniform,semantic_rules,semantic_category_missing,,131,130,4,0.9312977099236641,0.0060369647998513975,6.102237474287059
submarine,semantic_rules,semantic_category_missing,,403,129,170,0.2655086848635236,0.00599052660908331,6.109900347032629
misogyny,semantic_rules,semantic_category_missing,,191,129,84,0.2879581151832461,0.00599052660908331,6.109900347032629
hypnosis,semantic_rules,semantic_category_missing,,179,129,55,0.5810055865921788,0.00599052660908331,6.109900347032629
cabin,semantic_rules,semantic_category_missing,,173,129,38,0.6589595375722543,0.00599052660908331,6.109900347032629
despair,semantic_rules,semantic_category_missing,,164,129,41,0.6280487804878049,0.00599052660908331,6.109900347032629
talking animal,semantic_rules,semantic_category_missing,,134,129,9,0.8880597014925373,0.00599052660908331,6.109900347032629
rainstorm,semantic_rules,semantic_category_missing,,131,129,4,0.9694656488549618,0.00599052660908331,6.109900347032629
waiter,semantic_rules,semantic_category_missing,,129,129,4,0.9689922480620154,0.00599052660908331,6.109900347032629
pornography,semantic_rules,semantic_category_missing,,307,128,133,0.23778501628664495,0.005944088418315222,6.117622393126539
brazil,semantic_rules,semantic_category_missing,,283,128,132,0.2791519434628975,0.005944088418315222,6.117622393126539
blaxploitation,semantic_rules,semantic_category_missing,,203,128,54,0.5615763546798029,0.005944088418315222,6.117622393126539
surgery,semantic_rules,semantic_category_missing,,163,128,42,0.6380368098159509,0.005944088418315222,6.117622393126539
prejudice,semantic_rules,semantic_category_missing,,160,128,56,0.54375,0.005944088418315222,6.117622393126539
brazilian,semantic_rules,semantic_category_missing,,156,128,30,0.6474358974358975,0.005944088418315222,6.117622393126539
murderer,semantic_rules,semantic_category_missing,,155,128,35,0.6516129032258065,0.005944088418315222,6.117622393126539
malayalam,semantic_rules,semantic_category_missing,,154,128,7,0.7402597402597403,0.005944088418315222,6.117622393126539
on the road,semantic_rules,semantic_category_missing,,143,128,13,0.8041958041958042,0.005944088418315222,6.117622393126539
model,semantic_rules,semantic_category_missing,,139,128,19,0.8345323741007195,0.005944088418315222,6.117622393126539
heart attack,semantic_rules,semantic_category_missing,,138,128,15,0.8768115942028986,0.005944088418315222,6.117622393126539
motor vehicle,semantic_rules,semantic_category_missing,,128,128,1,1.0,0.005944088418315222,6.117622393126539
spear,semantic_rules,semantic_category_missing,,128,128,2,0.9609375,0.005944088418315222,6.117622393126539
gangsters,semantic_rules,semantic_category_missing,,605,127,312,0.05785123966942149,0.005897650227547135,6.125404533568593
dragon,semantic_rules,semantic_category_missing,,340,127,142,0.27941176470588236,0.005897650227547135,6.125404533568593
broadway,semantic_rules,semantic_category_missing,,253,127,97,0.2015810276679842,0.005897650227547135,6.125404533568593
fate,semantic_rules,semantic_category_missing,,203,127,83,0.46798029556650245,0.005897650227547135,6.125404533568593
dinosaur,semantic_rules,semantic_category_missing,,166,127,37,0.7108433734939759,0.005897650227547135,6.125404533568593
desire,semantic_rules,semantic_category_missing,,154,127,32,0.6883116883116883,0.005897650227547135,6.125404533568593
laser,semantic_rules,semantic_category_missing,,141,127,12,0.8936170212765957,0.005897650227547135,6.125404533568593
tape recorder,semantic_rules,semantic_category_missing,,131,127,6,0.9465648854961832,0.005897650227547135,6.125404533568593
wound,semantic_rules,semantic_category_missing,,131,127,6,0.9541984732824428,0.005897650227547135,6.125404533568593
fellatio,semantic_rules,semantic_category_missing,,129,127,6,0.9224806201550387,0.005897650227547135,6.125404533568593
pickup truck,semantic_rules,semantic_category_missing,,127,127,2,0.9921259842519685,0.005897650227547135,6.125404533568593
genius,semantic_rules,semantic_category_missing,,707,126,422,0.07496463932107496,0.005851212036779047,6.13324771102962
crude humor,semantic_rules,semantic_category_missing,,672,126,342,0.06845238095238096,0.005851212036779047,6.13324771102962
queen,semantic_rules,semantic_category_missing,,202,126,70,0.5396039603960396,0.005851212036779047,6.13324771102962
catholic church,semantic_rules,semantic_category_missing,,155,126,23,0.6580645161290323,0.005851212036779047,6.13324771102962
action heroine,semantic_rules,semantic_category_missing,,154,126,23,0.8181818181818182,0.005851212036779047,6.13324771102962
trust,semantic_rules,semantic_category_missing,,147,126,32,0.6394557823129252,0.005851212036779047,6.13324771102962
spider,semantic_rules,semantic_category_missing,,136,126,13,0.8529411764705882,0.005851212036779047,6.13324771102962
shot in the arm,semantic_rules,semantic_category_missing,,132,126,3,0.9393939393939394,0.005851212036779047,6.13324771102962
waterfall,semantic_rules,semantic_category_missing,,132,126,9,0.8787878787878788,0.005851212036779047,6.13324771102962
